,sex_of_driver,age_of_driver,vehicle_type,generic_make_model,engine_capacity_cc,age_of_vehicle
5751,1,24,3,-1,125,9
5753,1,30,5,-1,599,18
5766,1,17,2,-1,49,4
5772,1,38,5,-1,599,6
5773,1,46,4,-1,471,2
5775,1,38,2,-1,49,13
5780,1,63,5,-1,-1,-1
5806,1,20,3,-1,125,4
5807,2,51,3,-1,125,5
5810,1,32,3,-1,124,0
5812,1,43,3,-1,-1,-1
5814,1,28,5,-1,599,7
5815,1,21,3,-1,108,2
5817,1,34,3,-1,125,4
5827,1,21,3,-1,125,1
5833,1,24,3,-1,125,0
5839,1,28,3,-1,108,0
5843,1,23,3,-1,124,0
5845,1,21,4,-1,125,3
5848,1,18,3,-1,124,2
5859,1,23,2,-1,125,13
5865,1,19,3,-1,114,3
5881,2,49,4,-1,779,3
5887,1,28,3,-1,124,5
5892,1,34,3,-1,124,7
5899,2,24,5,-1,599,17
5901,1,56,3,-1,885,19
5911,1,43,3,-1,125,5
5920,1,25,5,-1,660,6
5936,1,17,3,-1,125,0
5943,1,36,3,-1,124,9
5947,2,48,3,-1,124,10
5954,1,30,4,-1,-1,-1
5955,1,42,3,-1,124,1
5957,1,50,5,-1,660,5
5964,1,29,3,-1,125,0
5970,1,27,4,-1,689,2
5981,1,26,3,-1,125,7
5986,1,27,2,-1,108,2
5994,1,23,4,-1,-1,-1
5999,1,39,3,-1,124,8
6009,1,34,3,-1,-1,-1
6020,1,33,2,-1,125,0
6039,1,27,4,-1,124,4
6053,1,21,5,-1,108,4
6064,2,26,4,-1,124,6
6069,1,36,5,-1,-1,-1
6076,1,25,5,-1,656,11
6079,1,76,3,-1,-1,-1
6083,1,42,3,-1,883,0
6090,1,26,5,-1,-1,-1
6101,1,39,4,-1,124,3
6105,1,26,5,-1,649,1
6112,1,51,4,-1,234,16
6121,1,29,4,-1,108,1
6124,1,35,4,-1,279,7
6131,2,44,2,-1,96,9
6139,1,39,3,-1,125,0
6152,1,25,3,-1,124,3
6161,1,37,2,-1,-1,-1
6182,1,28,2,-1,-1,-1
6186,1,33,3,-1,125,10
6199,2,36,4,-1,-1,-1
6205,1,20,3,-1,124,0
6234,1,23,4,-1,124,0
6239,3,-1,3,-1,-1,-1
6242,1,30,5,-1,599,13
6250,1,24,3,-1,124,16
6252,1,23,4,-1,498,21
6253,1,27,3,-1,-1,-1
6269,1,24,3,-1,125,7
6275,1,51,5,-1,745,1
6279,1,20,3,-1,109,3
6283,1,51,2,-1,279,4
6285,1,29,3,-1,125,9
6287,1,46,3,-1,124,9
6289,1,28,3,-1,125,0
6296,1,52,3,-1,125,1
6302,2,28,4,-1,-1,-1
6304,1,32,3,-1,125,2
6309,1,22,3,-1,125,6
6313,1,30,3,-1,125,1
6315,1,51,5,-1,-1,-1
6325,2,47,2,-1,125,10
6328,1,17,3,-1,-1,-1
6339,1,42,3,-1,-1,-1
6356,1,19,4,-1,296,2
6376,1,28,3,-1,125,9
6379,1,18,3,-1,-1,-1
6384,1,37,2,-1,124,7
6387,1,38,3,-1,-1,-1
6395,1,36,3,-1,108,1
6407,1,24,3,-1,124,2
6416,1,47,5,-1,649,7
6423,1,39,3,-1,108,1
6424,1,23,3,-1,125,7
6426,1,25,3,-1,125,9
6433,1,19,3,-1,109,2
6450,1,30,2,-1,-1,-1
6451,1,31,5,-1,600,16
6456,3,-1,3,-1,-1,-1
6457,1,34,5,-1,600,9
6460,1,25,3,-1,-1,-1
6468,1,59,5,-1,-1,-1
6475,1,20,3,-1,108,1
6479,1,-1,3,-1,-1,-1
6490,1,36,4,-1,125,2
6492,1,52,5,-1,1063,13
6493,1,39,3,-1,125,11
6500,1,24,4,-1,645,8
6510,1,31,3,-1,125,4
6512,1,18,2,-1,108,3
6537,2,17,3,-1,49,1
6542,1,31,4,-1,806,0
6547,1,32,3,-1,108,4
6550,1,29,3,-1,-1,-1
6555,1,24,3,-1,-1,-1
6559,1,24,3,-1,599,17
6577,1,59,5,-1,599,9
6579,1,35,3,-1,108,1
6581,1,30,5,-1,-1,-1
6583,1,17,3,-1,124,5
6587,1,26,3,-1,125,0
6594,1,44,5,-1,929,16
6607,1,45,4,-1,781,15
6611,1,25,5,-1,599,8
6629,1,23,3,-1,108,7
6635,1,55,5,-1,1199,14
6638,1,38,3,-1,114,2
6640,1,25,3,-1,-1,-1
6643,1,21,3,-1,125,6
6644,1,27,3,-1,102,1
6651,1,20,3,-1,108,0
6655,1,42,2,-1,108,2
6678,1,23,4,-1,125,4
6686,1,49,5,-1,649,1
6690,1,27,3,-1,125,1
6701,1,64,5,-1,647,17
6706,1,41,4,-1,244,9
6709,1,26,4,-1,124,2
6734,1,24,2,-1,-1,-1
6740,1,36,3,-1,124,6
6742,1,46,5,-1,1237,4
6749,1,58,4,-1,-1,-1
6751,1,22,3,-1,125,0
6755,1,22,3,-1,124,0
6756,1,29,5,-1,865,2
6758,1,22,3,-1,125,1
6771,1,33,3,-1,-1,-1
6785,1,24,4,-1,125,1
6796,3,-1,3,-1,-1,-1
6807,1,56,3,-1,-1,-1
6819,1,26,3,-1,-1,-1
6821,1,26,4,-1,125,1
6835,1,40,3,-1,125,0
6844,1,33,4,-1,779,6
6847,1,38,5,-1,1170,4
6848,1,19,3,-1,125,8
6862,1,26,3,-1,108,1
6872,2,39,3,-1,124,3
6883,1,48,3,-1,124,8
6889,1,41,5,-1,636,12
6891,1,34,3,-1,124,4
6892,1,40,5,-1,599,7
6904,1,37,3,-1,124,3
6909,1,30,3,-1,124,4
6911,1,21,4,-1,50,2
6913,1,44,5,-1,782,12
6916,3,-1,2,-1,124,2
6920,1,27,3,-1,102,12
6921,1,28,3,-1,125,8
6922,1,18,3,-1,114,2
6932,1,28,4,-1,125,1
6937,3,-1,3,-1,125,1
6953,1,30,3,-1,125,1
6956,1,20,3,-1,108,0
6964,1,31,3,-1,124,2
6982,1,-1,3,-1,-1,-1
7003,1,26,3,-1,108,3
7008,1,39,4,-1,395,3
7022,1,45,4,-1,125,1
7030,1,24,5,-1,749,9
7033,1,32,3,-1,125,5
7042,1,41,5,-1,599,17
7045,1,38,5,-1,-1,-1
7046,1,19,5,-1,650,3
7049,1,17,3,-1,-1,-1
7052,1,30,5,-1,649,9
7056,1,33,2,-1,125,14
7063,1,34,3,-1,124,8
7067,1,39,5,-1,599,10
7079,3,-1,3,-1,125,1
7088,1,24,3,-1,124,5
7097,1,18,3,-1,108,3
7101,1,21,3,-1,-1,-1
7120,1,27,3,-1,125,3
7135,1,19,3,-1,96,9
7144,1,-1,4,-1,399,8
7152,1,51,4,-1,-1,-1
7155,1,30,3,-1,124,4
7173,1,40,4,-1,125,12
7186,1,23,3,-1,114,2
7187,1,25,3,-1,-1,-1
7195,3,-1,5,-1,1170,5
7203,1,31,4,-1,398,11
7206,1,32,3,-1,-1,-1
7209,1,24,2,-1,-1,-1
7211,1,36,3,-1,108,3
7212,1,20,3,-1,125,2
7224,1,21,3,-1,108,1
7235,1,52,5,-1,1215,1
7245,1,34,5,-1,599,6
7246,1,28,3,-1,124,1
7248,1,29,3,-1,-1,-1
7252,1,32,5,-1,125,0
7255,1,17,4,-1,-1,-1
7258,1,32,5,-1,693,0
7262,1,44,3,-1,124,0
7270,1,19,3,-1,125,2
7278,1,20,5,-1,599,11
7293,1,24,3,-1,124,4
7302,1,32,3,-1,125,12
7306,1,26,3,-1,125,0
7312,1,20,3,-1,125,4
7318,1,25,4,-1,125,3
7325,1,24,3,-1,125,0
7327,1,20,3,-1,125,5
7329,1,53,3,-1,-1,-1
7331,1,38,3,-1,108,1
7340,1,22,3,-1,124,2
7345,1,35,3,-1,124,5
7360,1,28,3,-1,125,14
7363,1,25,3,-1,125,0
7378,1,23,4,-1,124,1
7386,1,25,3,-1,125,0
7390,1,21,4,-1,124,0
7410,1,35,3,-1,124,9
7412,1,34,5,-1,-1,-1
7414,1,15,3,-1,-1,-1
7429,1,39,3,-1,125,2
7434,1,36,3,-1,108,4
7437,1,30,3,-1,124,5
7438,1,27,3,-1,124,2
7453,1,21,2,-1,125,15
7457,1,26,4,-1,125,3
7466,1,40,4,-1,124,9
7468,1,29,4,-1,-1,-1
7472,1,23,3,-1,125,5
7490,1,24,3,-1,-1,-1
7500,1,17,3,-1,124,8
7545,1,28,3,-1,125,13
7549,1,26,3,-1,-1,-1
7568,1,44,3,-1,102,10
7583,1,29,5,-1,599,9
7585,1,35,2,-1,125,0
7590,1,32,3,-1,-1,-1
7603,1,56,3,-1,125,1
7613,1,53,2,-1,582,7
7618,1,17,3,-1,125,3
7622,1,21,3,-1,125,0
7628,1,37,5,-1,599,25
7636,1,20,4,-1,124,0
7639,1,46,5,-1,249,5
7642,1,20,3,-1,124,2
7649,1,24,4,-1,125,9
7665,1,53,3,-1,124,6
7669,2,42,3,-1,124,9
7670,1,35,3,-1,-1,-1
7675,1,17,3,-1,124,8
7688,1,39,2,-1,-1,-1
7700,1,29,3,-1,125,6
7710,2,49,3,-1,108,3
7715,1,29,5,-1,953,13
7721,1,20,4,-1,125,2
7748,1,26,3,-1,125,0
7774,2,48,2,-1,125,3
7806,1,21,4,-1,-1,-1
7810,1,34,5,-1,1137,10
7822,1,20,3,-1,125,3
7824,1,18,3,-1,124,15
7827,1,21,3,-1,125,0
7833,3,-1,3,-1,-1,-1
7841,1,35,2,-1,108,2
7850,1,19,3,-1,125,2
7852,1,26,4,-1,125,0
7872,1,30,4,-1,600,10
7878,1,25,3,-1,125,0
7883,1,37,5,-1,656,7
7894,1,29,3,-1,125,12
7902,1,43,3,-1,125,6
7905,1,22,4,-1,124,6
7926,1,23,2,-1,49,11
7930,1,36,3,-1,125,3
7936,3,-1,3,-1,-1,-1
7937,1,30,3,-1,108,1
7940,1,37,3,-1,124,0
7947,1,26,4,-1,124,9
7957,1,39,4,-1,125,7
7961,1,23,3,-1,124,1
7967,2,34,5,-1,1157,10
7987,1,36,2,-1,124,7
7989,1,33,3,-1,125,5
7991,1,41,3,-1,125,4
7998,1,28,3,-1,125,6
8000,1,27,4,-1,300,3
8001,1,26,3,-1,124,7
8003,1,25,2,-1,49,11
8017,1,24,3,-1,-1,-1
8020,3,-1,2,-1,-1,-1
8021,1,34,2,-1,108,3
8026,1,31,3,-1,125,3
8029,1,23,5,-1,798,1
8031,3,-1,3,-1,-1,-1
8034,1,29,3,-1,125,0
8036,1,31,3,-1,-1,-1
8050,1,36,3,-1,125,1
8064,1,22,3,-1,-1,-1
8093,1,33,5,-1,955,13
8127,1,63,5,-1,-1,-1
8129,1,33,3,-1,125,5
8136,1,-1,2,-1,49,3
8150,1,30,3,-1,108,0
8164,2,54,3,-1,124,10
8185,1,28,3,-1,124,1
8249,1,25,5,-1,599,4
8297,1,20,3,-1,125,3
8298,2,25,3,-1,-1,-1
8306,1,40,4,-1,125,2
8310,1,37,3,-1,124,2
8329,1,34,4,-1,125,0
8332,1,30,5,-1,798,8
8339,1,21,3,-1,125,12
8343,1,31,3,-1,108,3
8359,1,21,3,-1,125,5
8362,1,22,3,-1,108,8
8367,1,48,3,-1,125,1
8373,1,31,3,-1,-1,-1
8375,1,19,3,-1,124,8
8376,1,22,3,-1,125,6
8383,1,47,5,-1,645,9
8392,2,30,3,-1,125,1
8396,1,25,3,-1,124,1
8400,1,28,3,-1,125,1
8419,1,25,3,-1,125,4
8427,1,37,2,-1,-1,-1
8433,1,-1,3,-1,125,0
8435,1,33,4,-1,599,17
8437,1,43,5,-1,649,16
8438,1,25,3,-1,-1,-1
8445,1,32,2,-1,49,29
8450,3,-1,3,-1,-1,-1
8458,1,19,3,-1,125,11
8459,1,28,3,-1,125,0
8462,1,36,3,-1,125,3
8468,1,21,3,-1,-1,-1
8477,1,40,3,-1,125,0
8483,1,46,5,-1,800,2
8487,1,36,3,-1,125,2
8497,1,20,2,-1,124,15
8501,2,36,3,-1,125,10
8503,1,21,4,-1,125,9
8504,1,27,4,-1,109,3
8514,1,31,5,-1,955,12
8519,1,26,4,-1,-1,-1
8526,1,30,3,-1,125,0
8537,1,-1,3,-1,803,1
8539,2,32,5,-1,471,1
8541,1,37,3,-1,599,22
8543,1,20,3,-1,125,7
8547,1,24,3,-1,125,8
8561,3,-1,3,-1,124,4
8575,1,35,5,-1,398,8
8584,1,30,3,-1,125,8
8590,1,25,3,-1,108,4
8610,1,19,4,-1,-1,-1
8621,1,30,4,-1,499,15
8623,1,17,3,-1,124,0
8628,1,53,5,-1,782,10
8631,1,39,4,-1,249,7
8639,1,31,3,-1,125,2
8645,1,19,4,-1,124,5
8646,1,25,5,-1,649,2
8655,1,55,5,-1,998,9
8661,1,44,5,-1,373,3
8666,1,30,3,-1,-1,-1
8688,1,25,5,-1,659,8
8689,1,19,3,-1,-1,-1
8698,1,63,5,-1,1634,8
8702,1,16,2,-1,50,0
8709,3,-1,3,-1,-1,-1
8718,1,59,4,-1,249,10
8724,1,45,4,-1,-1,-1
8733,1,31,3,-1,124,13
8738,1,-1,3,-1,125,14
8739,1,41,3,-1,124,1
8741,3,-1,3,-1,-1,-1
8744,1,21,3,-1,108,4
8748,1,30,5,-1,998,0
8750,1,26,3,-1,124,1
8751,2,31,3,-1,125,5
8755,1,19,3,-1,125,11
8763,1,45,3,-1,124,0
8768,1,21,4,-1,124,4
8774,1,18,2,-1,49,6
8777,1,32,3,-1,125,1
8778,1,26,2,-1,49,0
8780,1,46,3,-1,-1,-1
8789,1,53,5,-1,656,6
8792,1,63,5,-1,1584,8
8809,1,45,5,-1,659,7
8815,1,22,2,-1,124,6
8831,1,16,3,-1,49,11
8843,1,38,3,-1,108,8
8848,1,37,4,-1,124,8
8865,1,27,4,-1,498,10
8883,3,-1,2,-1,108,2
8890,1,48,2,-1,124,2
8906,1,21,4,-1,124,4
8919,1,25,3,-1,125,0
8928,1,24,3,-1,-1,-1
8944,1,32,4,-1,-1,-1
8963,1,48,5,-1,279,2
8966,2,46,3,-1,124,3
8995,1,40,3,-1,-1,-1
9030,1,32,3,-1,125,0
9045,1,39,4,-1,998,12
9056,1,-1,5,-1,-1,-1
9059,1,20,3,-1,125,3
9060,1,19,3,-1,-1,-1
9063,1,24,4,-1,125,7
9065,1,43,3,-1,125,11
9099,2,36,5,-1,499,21
9106,1,34,3,-1,-1,-1
9116,1,33,5,-1,600,12
9119,3,-1,3,-1,-1,-1
9126,1,33,4,-1,244,10
9131,1,30,5,-1,649,8
9134,1,28,2,-1,-1,-1
9154,1,31,5,-1,-1,-1
9190,1,34,4,-1,278,0
9194,1,27,3,-1,124,0
9202,1,48,5,-1,1050,3
9208,1,41,3,-1,124,5
9213,1,35,4,-1,124,8
9215,1,25,3,-1,125,1
9226,1,28,2,-1,125,1
9235,1,28,3,-1,125,4
9238,1,28,3,-1,124,5
9240,3,-1,3,-1,-1,-1
9245,1,42,2,-1,125,4
9249,1,60,4,-1,1188,21
9253,1,47,3,-1,124,7
9261,1,22,4,-1,-1,-1
9262,1,27,4,-1,125,9
9274,1,33,3,-1,109,3
9278,1,19,4,-1,124,9
9280,1,33,3,-1,125,4
9285,1,25,3,-1,125,1
9302,1,50,3,-1,108,3
9307,1,47,3,-1,125,10
9310,1,43,3,-1,125,5
9316,1,49,4,-1,600,9
9324,1,24,4,-1,745,5
9344,1,36,3,-1,124,4
9347,1,28,4,-1,599,6
9351,1,35,3,-1,125,1
9363,1,18,3,-1,125,0
9365,1,62,4,-1,883,14
9373,1,39,3,-1,125,5
9375,1,22,3,-1,125,15
9397,1,50,3,-1,125,4
9403,1,29,5,-1,600,4
9408,1,41,3,-1,125,9
9417,1,24,3,-1,-1,-1
9422,3,-1,3,-1,-1,-1
9441,1,51,5,-1,599,13
9449,3,-1,5,-1,-1,-1
9456,1,32,4,-1,279,4
9461,1,21,3,-1,125,3
9467,2,51,3,-1,123,3
9476,1,42,4,-1,125,1
9501,1,21,3,-1,102,9
9507,1,25,2,-1,-1,-1
9510,1,-1,3,-1,125,2
9514,3,-1,3,-1,-1,-1
9519,1,21,3,-1,-1,-1
9521,1,38,3,-1,-1,-1
9526,1,40,5,-1,999,4
9530,1,19,3,-1,124,0
9571,1,48,4,-1,124,1
9584,1,19,2,-1,49,16
9585,1,34,3,-1,108,8
9596,1,27,3,-1,124,17
9599,1,36,3,-1,689,1
9600,1,29,5,-1,-1,-1
9602,1,31,3,-1,-1,-1
9605,1,23,3,-1,124,7
9606,1,43,3,-1,102,9
9608,1,29,4,-1,125,0
9612,1,28,4,-1,124,4
9615,1,-1,2,-1,125,2
9625,1,25,2,-1,108,1
9630,1,45,5,-1,-1,-1
9631,1,18,3,-1,-1,-1
9633,1,35,5,-1,865,3
9635,1,-1,4,-1,124,0
9641,1,24,4,-1,-1,-1
9647,1,49,5,-1,599,12
9699,1,27,5,-1,599,5
9708,3,-1,3,-1,-1,-1
9715,1,26,2,-1,49,6
9717,1,30,3,-1,125,2
9720,1,-1,4,-1,124,6
9725,1,20,2,-1,124,9
9736,1,37,3,-1,-1,-1
9738,3,-1,3,-1,-1,-1
9744,1,-1,2,-1,-1,-1
9748,1,22,5,-1,-1,-1
9752,1,47,5,-1,-1,-1
9758,1,21,3,-1,125,5
9775,3,-1,3,-1,-1,-1
9782,1,22,3,-1,125,7
9790,1,28,4,-1,998,7
9797,1,29,5,-1,599,8
9798,1,21,3,-1,-1,-1
9804,3,-1,3,-1,-1,-1
9809,1,21,3,-1,124,4
9812,1,28,2,-1,108,1
9825,1,53,5,-1,498,14
9834,1,58,5,-1,999,8
9842,1,58,3,-1,125,6
9855,1,48,5,-1,-1,-1
9867,1,20,3,-1,108,0
9873,1,40,3,-1,125,2
9890,1,23,3,-1,1043,3
9893,1,59,5,-1,988,13
9898,1,55,5,-1,1137,9
9909,2,33,3,-1,125,1
9911,1,31,3,-1,125,1
9922,1,46,3,-1,125,0
9925,1,38,4,-1,599,3
9926,1,19,3,-1,125,8
9956,2,43,3,-1,108,0
9963,1,35,3,-1,124,1
9970,2,60,3,-1,-1,-1
9976,1,21,3,-1,124,14
9979,2,35,5,-1,649,1
9983,1,43,4,-1,-1,-1
9986,3,-1,3,-1,125,1
10018,1,18,4,-1,124,4
10021,1,21,3,-1,806,2
10027,1,18,2,-1,124,1
10039,1,23,4,-1,600,19
10055,1,56,3,-1,124,7
10065,1,68,5,-1,598,16
10068,1,-1,3,-1,-1,-1
10070,1,39,3,-1,-1,-1
10097,1,27,3,-1,125,2
10124,1,27,5,-1,599,6
10126,1,18,3,-1,124,3
10131,1,27,5,-1,636,11
10133,1,20,5,-1,649,1
10157,3,-1,2,-1,-1,-1
10158,1,33,5,-1,798,2
10174,1,50,3,-1,125,8
10196,1,27,3,-1,124,9
10198,1,44,5,-1,600,9
10204,1,26,5,-1,600,11
10209,1,39,4,-1,125,10
10224,1,32,5,-1,1000,9
10227,1,29,3,-1,124,20
10229,1,27,4,-1,125,10
10239,2,42,3,-1,125,6
10253,1,22,3,-1,125,2
10255,1,49,5,-1,598,19
10258,1,24,5,-1,-1,-1
10264,1,33,5,-1,-1,-1
10268,1,45,5,-1,1137,17
10280,1,28,2,-1,-1,-1
10298,2,19,3,-1,124,5
10318,1,22,5,-1,-1,-1
10319,1,58,5,-1,798,5
10320,1,44,5,-1,-1,-1
10324,1,-1,3,-1,-1,-1
10331,1,57,5,-1,675,0
10345,1,20,3,-1,108,4
10347,1,52,4,-1,865,5
10350,1,-1,4,-1,-1,-1
10353,1,34,5,-1,929,14
10354,1,-1,3,-1,-1,-1
10357,1,57,5,-1,-1,-1
10362,1,59,5,-1,1170,10
10363,1,45,4,-1,279,9
10366,1,-1,4,-1,599,4
10367,1,26,3,-1,108,2
10370,1,28,3,-1,125,4
10377,1,63,5,-1,996,6
10378,2,42,4,-1,124,10
10384,1,24,2,-1,125,1
10389,1,25,3,-1,-1,-1
10392,1,29,2,-1,125,0
10405,1,46,5,-1,600,23
10409,1,27,3,-1,125,6
10414,1,38,3,-1,125,8
10440,1,33,3,-1,108,3
10447,1,21,4,-1,124,3
10454,1,20,3,-1,124,6
10505,1,20,3,-1,125,7
10510,1,37,3,-1,124,7
10515,1,62,5,-1,599,11
10526,1,26,5,-1,675,1
10530,1,68,5,-1,599,7
10545,1,34,3,-1,124,1
10550,1,34,5,-1,690,1
10555,1,30,2,-1,-1,-1
10563,1,23,3,-1,125,9
10578,1,18,3,-1,124,0
10587,1,26,5,-1,85,8
10588,1,40,4,-1,124,10
10592,1,40,3,-1,125,3
10599,1,32,3,-1,125,1
10615,1,26,3,-1,-1,-1
10636,2,44,3,-1,125,6
10640,1,42,3,-1,124,15
10645,1,50,5,-1,865,4
10649,1,47,5,-1,821,1
10657,1,26,2,-1,-1,-1
10659,1,26,4,-1,599,11
10660,1,26,3,-1,-1,-1
10661,1,19,3,-1,-1,-1
10662,3,-1,3,-1,-1,-1
10666,1,63,5,-1,600,11
10678,1,29,5,-1,999,4
10686,1,29,5,-1,-1,-1
10692,1,29,5,-1,645,6
10701,1,25,5,-1,-1,-1
10713,3,-1,3,-1,-1,-1
10731,1,28,5,-1,749,1
10738,1,-1,4,-1,125,10
10743,1,20,5,-1,471,0
10744,1,34,3,-1,108,1
10757,3,-1,3,-1,-1,-1
10758,1,18,3,-1,124,2
10764,1,41,3,-1,125,2
10781,1,45,5,-1,689,2
10783,1,61,4,-1,471,3
10790,1,59,4,-1,124,3
10793,2,28,3,-1,125,1
10795,1,22,3,-1,124,4
10797,1,30,3,-1,-1,-1
10811,1,23,3,-1,125,1
10813,1,43,5,-1,821,3
10815,1,27,3,-1,125,4
10816,1,31,3,-1,125,0
10819,1,44,5,-1,499,9
10824,1,25,3,-1,125,0
10831,1,33,3,-1,125,3
10834,1,35,5,-1,-1,-1
10835,1,50,5,-1,998,0
10839,1,20,4,-1,125,16
10843,1,19,3,-1,124,0
10863,1,36,4,-1,125,0
10867,1,26,3,-1,125,4
10879,1,40,4,-1,250,9
10888,2,57,5,-1,1261,9
10894,1,53,2,-1,125,8
10908,1,19,3,-1,125,3
10909,1,18,3,-1,124,23
10922,1,26,5,-1,1050,1
10924,1,57,4,-1,249,1
10929,2,22,3,-1,124,12
10930,2,35,3,-1,125,0
10933,1,27,5,-1,599,6
10938,1,20,4,-1,-1,-1
10939,1,30,5,-1,748,2
10945,1,19,3,-1,124,8
10951,1,52,3,-1,125,0
10953,1,35,3,-1,125,1
10959,1,49,4,-1,599,9
10964,1,28,3,-1,108,1
10980,3,-1,2,-1,-1,-1
10984,1,29,3,-1,125,0
10988,1,45,3,-1,108,5
10995,1,19,3,-1,125,12
10999,1,27,3,-1,108,2
11019,1,37,5,-1,900,14
11027,1,21,4,-1,659,3
11030,1,28,5,-1,599,6
11043,2,24,3,-1,124,17
11047,1,35,3,-1,125,0
11053,1,40,3,-1,278,2
11059,1,22,3,-1,125,0
11061,1,26,5,-1,599,12
11068,1,27,2,-1,108,0
11071,1,24,3,-1,124,0
11083,2,35,2,-1,-1,-1
11085,1,33,5,-1,-1,-1
11087,1,19,2,-1,-1,-1
11095,1,25,3,-1,-1,-1
11103,1,29,3,-1,108,4
11111,1,19,2,-1,109,2
11118,1,37,5,-1,599,13
11119,1,50,5,-1,992,12
11126,1,27,3,-1,-1,-1
11128,1,40,3,-1,124,9
11130,1,19,3,-1,124,8
11132,1,44,3,-1,279,1
11136,1,18,3,-1,125,4
11154,1,29,3,-1,124,4
11166,1,52,4,-1,800,4
11174,1,46,5,-1,649,17
11176,3,-1,3,-1,-1,-1
11180,3,-1,2,-1,-1,-1
11189,1,26,5,-1,649,10
11196,1,20,3,-1,125,0
11208,1,-1,3,-1,-1,-1
11232,1,24,2,-1,124,8
11235,1,50,3,-1,124,2
11237,1,45,5,-1,1585,4
11242,1,27,2,-1,124,8
11243,1,25,3,-1,124,0
11258,1,45,5,-1,847,1
11274,1,71,3,-1,124,0
11277,1,27,3,-1,125,0
11279,1,41,3,-1,125,5
11300,1,19,3,-1,124,12
11309,1,38,3,-1,124,8
11315,1,-1,3,-1,125,7
11316,1,22,2,-1,124,0
11321,1,18,3,-1,124,17
11324,2,46,4,-1,124,8
11328,1,21,3,-1,-1,-1
11335,1,18,3,-1,-1,-1
11337,1,42,3,-1,125,2
11338,1,17,2,-1,125,1
11344,3,-1,2,-1,-1,-1
11347,1,41,5,-1,-1,-1
11382,1,47,5,-1,1157,16
11391,1,29,3,-1,108,3
11394,1,22,4,-1,124,2
11427,1,43,3,-1,125,1
11440,1,-1,3,-1,-1,-1
11445,1,-1,3,-1,125,12
11447,1,39,5,-1,1084,16
11465,1,20,3,-1,124,4
11477,1,28,5,-1,599,19
11486,1,53,5,-1,1215,0
11492,1,45,3,-1,-1,-1
11495,1,24,3,-1,125,1
11512,1,47,5,-1,-1,-1
11518,1,28,4,-1,-1,-1
11534,1,-1,4,-1,125,0
11542,1,23,3,-1,-1,-1
11545,1,40,4,-1,-1,-1
11547,1,67,4,-1,320,1
11550,1,37,5,-1,645,7
11551,1,39,3,-1,-1,-1
11556,1,20,4,-1,108,4
11557,1,21,3,-1,124,7
11560,1,35,3,-1,125,3
11562,1,21,3,-1,125,4
11563,1,41,3,-1,124,0
11571,1,41,3,-1,125,4
11603,1,41,3,-1,124,4
11619,1,52,3,-1,124,1
11622,1,20,3,-1,125,6
11625,1,19,3,-1,125,4
11636,1,-1,3,-1,-1,-1
11641,1,32,3,-1,124,1
11671,1,20,3,-1,124,16
11677,1,29,5,-1,599,1
11686,1,17,3,-1,-1,-1
11692,1,18,5,-1,-1,-1
11696,1,26,3,-1,124,0
11704,1,35,5,-1,471,3
11714,1,-1,3,-1,-1,-1
11721,1,47,5,-1,599,4
11727,1,32,3,-1,108,1
11745,1,26,5,-1,999,11
11749,1,35,3,-1,108,7
11758,1,31,3,-1,-1,-1
11762,1,18,3,-1,124,6
11763,1,23,5,-1,649,1
11766,1,28,3,-1,-1,-1
11772,1,45,3,-1,49,0
11780,1,27,3,-1,124,0
11786,1,25,4,-1,125,0
11788,1,40,4,-1,-1,-1
11794,2,23,4,-1,125,0
11799,1,41,4,-1,1293,4
11801,1,16,3,-1,-1,-1
11805,1,32,5,-1,1462,17
11816,1,29,5,-1,599,7
11826,1,27,3,-1,125,0
11832,1,25,5,-1,599,11
11834,2,38,4,-1,125,3
11843,1,24,4,-1,-1,-1
11854,1,36,3,-1,125,1
11865,1,29,3,-1,125,11
11866,2,24,3,-1,125,7
11872,1,42,3,-1,125,2
11877,2,27,2,-1,124,2
11878,1,18,4,-1,123,2
11882,1,-1,5,-1,-1,-1
11887,1,21,3,-1,125,1
11896,1,32,2,-1,49,10
11901,3,-1,3,-1,-1,-1
11903,1,37,5,-1,980,37
11905,1,21,3,-1,108,0
11906,3,-1,4,-1,125,0
11909,1,24,4,-1,125,9
11919,1,29,3,-1,-1,-1
11924,1,49,3,-1,125,2
11929,3,-1,3,-1,-1,-1
11930,1,44,3,-1,-1,-1
11940,2,22,4,-1,124,4
11947,1,33,4,-1,125,1
11949,1,25,4,-1,798,6
11956,1,19,4,-1,125,8
11974,1,55,5,-1,1170,5
11980,1,29,4,-1,279,8
12005,1,21,3,-1,124,8
12008,1,48,3,-1,125,1
12018,1,31,3,-1,108,2
12023,1,32,3,-1,125,8
12025,1,60,5,-1,499,6
12032,1,20,5,-1,599,16
12040,1,27,2,-1,124,2
12042,1,34,4,-1,125,6
12043,1,34,3,-1,125,4
12046,1,32,4,-1,125,12
12051,1,25,4,-1,-1,-1
12062,1,24,2,-1,125,1
12066,2,48,3,-1,-1,-1
12067,1,50,3,-1,125,7
12069,1,-1,5,-1,689,0
12072,1,20,3,-1,124,5
12074,1,28,5,-1,-1,-1
12084,1,32,4,-1,124,0
12093,2,21,3,-1,-1,-1
12095,1,62,5,-1,649,7
12139,1,31,5,-1,636,13
12144,1,32,5,-1,-1,-1
12152,1,19,5,-1,-1,-1
